Date,market portfolio
2015-01-02,
2015-01-05,-0.023433140873412892
2015-01-06,0.027212334567069153
2015-01-07,0.005601108272750618
2015-01-08,0.058379960499463514
2015-01-09,-0.0553556355768751
2015-01-12,-0.0015300710757896428
2015-01-13,0.03187093591328616
2015-01-14,-0.01920841316428148
2015-01-15,-0.031070701144388185
2015-01-16,0.033670673111702944
2015-01-20,-0.04263664617617349
2015-01-21,0.05509376871551858
2015-01-22,0.014663578350300912
2015-01-23,0.02978449595489193
2015-01-26,0.041418389059888656
2015-01-27,0.0036156309512218056
2015-01-28,0.009751048235053628
2015-01-29,0.024251891442767903
2015-01-30,0.04676126194279712
2015-02-02,0.0036773647244269653
2015-02-03,0.01195246669731873
2015-02-04,0.0639495855640085
2015-02-05,0.03591930799326841
2015-02-06,-0.016208108954031727
2015-02-09,0.0069226145754252705
2015-02-10,0.007538889632977384
2015-02-11,0.01574161713007237
2015-02-12,0.027571789992102393
2015-02-13,0.005472550313000315
2015-02-17,-0.039165780993189396
2015-02-18,0.0009577908271705589
2015-02-19,0.04816959197008486
2015-02-20,0.04115886143206678
2015-02-23,0.015910224140996188
2015-02-24,0.005327573472806219
2015-02-25,0.04161983111393072
2015-02-26,-0.011166970821195017
2015-02-27,-0.0012322215041803215
2015-03-02,0.044205268434194145
2015-03-03,0.05268312479814735
2015-03-04,0.04849861833965144
2015-03-05,-0.005030906549409694
2015-03-06,-0.016348063850522232
2015-03-09,0.031249277393061773
2015-03-10,-0.007546652740501189
2015-03-11,-0.0074849608230042495
2015-03-12,-0.005780873291103876
2015-03-13,-0.010591121900108065
2015-03-16,0.0053565132167987355
2015-03-17,-0.019036953596875062
2015-03-18,-0.013965205660802562
2015-03-19,0.03990081306366148
2015-03-20,0.010951848169119413
2015-03-23,0.005149005863062294
2015-03-24,0.023757937449976466
2015-03-25,-0.0072780037192236805
2015-03-26,0.025276091488979434
2015-03-27,0.04433644100304264
2015-03-30,0.030767939539583834
2015-03-31,-0.0045933307349570775
2015-04-01,0.0038579018620787955
2015-04-02,0.014571714645414475
2015-04-06,0.05445500488925135
2015-04-07,-0.02522255816966442
2015-04-08,0.0011983828068531676
2015-04-09,-0.05439429178736033
2015-04-10,0.002554318179933586
2015-04-13,-0.0030718784251482583
2015-04-14,0.004726725699216097
2015-04-15,-0.004693498870393608
2015-04-16,0.03803751829466092
2015-04-17,0.0016389776867343359
2015-04-20,0.019421716227532138
2015-04-21,0.000630313025539841
2015-04-22,-0.008871868246860114
2015-04-23,0.004348045734128494
2015-04-24,0.06569121156620178
2015-04-27,-0.038024733064517924
2015-04-28,0.04370556177433533
2015-04-29,-0.014403038559653535
2015-04-30,-0.003235707265390674
2015-05-01,-0.00797900134131183
2015-05-04,0.01949025945777584
2015-05-05,0.05143377484753678
2015-05-06,0.04608439907788914
2015-05-07,-0.023214891445406078
2015-05-08,0.020529150291090315
2015-05-11,0.04395290081390803
2015-05-12,0.00803773254726211
2015-05-13,0.007582099962021247
2015-05-14,-0.006056443752921376
2015-05-15,-0.008744284327074713
2015-05-18,0.025315456775362868
2015-05-19,0.0213774958870386
2015-05-20,0.018091670268230862
2015-05-21,0.0432005580165336
2015-05-22,0.004689785005875237
2015-05-26,0.02289051298992045
2015-05-27,0.030705740495432315
2015-05-28,-0.06030177784870966
2015-05-29,0.04472436963120905
2015-06-01,-0.018052834774874713
2015-06-02,0.02292821701750898
2015-06-03,0.01768854542680045
2015-06-04,0.03023589096347597
2015-06-05,0.030248933560646535
2015-06-08,0.020094377602825536
2015-06-09,0.04427533764811021
2015-06-10,-0.01890423260149845
2015-06-11,0.04381360546945479
2015-06-12,0.004321160611365787
2015-06-15,0.014312771016733292
2015-06-16,-0.002281263824424064
2015-06-17,-0.0066366044200348966
2015-06-18,0.001451465447668919
2015-06-19,0.03955626326181666
2015-06-22,0.011321344705213796
2015-06-23,0.03988939750792543
2015-06-24,-0.00498523437350263
2015-06-25,0.014700999620072333
2015-06-26,0.03302514905706549
2015-06-29,-0.0023078764658714807
2015-06-30,-0.004522872594554956
2015-07-01,0.02455906326980169
2015-07-02,0.02417687086971712
2015-07-06,0.03801240578531296
2015-07-07,0.0033604542244080587
2015-07-08,0.03210736981783904
2015-07-09,-0.016758342791537387
2015-07-10,0.03540135769612982
2015-07-13,-0.008437565972654652
2015-07-14,0.027183834747234112
2015-07-15,0.0181559247273463
2015-07-16,0.03408775862440358
2015-07-17,-0.03618993623826666
2015-07-20,0.01926116068720823
2015-07-21,0.003125570389600688
2015-07-22,0.028574774405326
2015-07-23,-0.023907389204393004
2015-07-24,0.016412592661640427
2015-07-27,0.01362116901582002
2015-07-28,-0.018625655696917737
2015-07-29,-0.007737582379952514
2015-07-30,-0.00634947332124924
2015-07-31,0.048636296669104497
2015-08-03,0.005673103531230772
2015-08-04,0.07585762552790763
2015-08-05,0.03518478729826929
2015-08-06,0.018656980521206974
2015-08-07,0.01567806888835441
2015-08-10,0.008129167795036567
2015-08-11,0.009595432531075728
